sector,revenue_million,revenue_growth_rate,burn_rate_million,runway_months,funding_rounds,team_size,founder_experience_years,has_technical_cofounder,product_traction_users,customer_growth_rate,enterprise_customers,market_size_billion,business_model,geography,investor_type,founder_background,outcome
SaaS,46.8,72.2,17.6,16.4,4,204,2,1,328428,59.4,229,250,Subscription,Middle East,tier1_vc,academic,IPO
SaaS,0.0,120.0,0.0,0.0,1,134,4,1,145943,128.6,102,250,Subscription,North America,tier1_vc,academic,Acquisition
Other,0.05,120.0,0.2,0.6,1,40,19,1,86569,106.1,34,100,Subscription,Oceania,none,first_time,Failure
SaaS,19.6,56.6,5.77,8.1,4,16,13,1,289132,0.0,202,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Other,0.85,120.0,3.4,3.6,1,34,0,0,65725,89.4,26,100,Subscription,Asia,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,122,6,0,21673,,8,100,Subscription,North America,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,252,20,1,55655,,38,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,235,5,0,96432,,38,100,Subscription,North America,none,first_time,IPO
SaaS,14.4,120.0,36.0,3.6,1,262,24,1,59830,91.2,41,250,Subscription,North America,tier2_vc,academic,Acquisition
Other,0.0,,5.0,0.0,0,170,4,1,34365,,13,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,220,17,1,93302,,37,100,Subscription,Other,none,first_time,Acquisition
SaaS,6.8,60.0,4.25,10.2,2,11,21,0,88954,63.4,62,250,Subscription,North America,tier2_vc,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,29,11,1,160549,,64,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,145,12,1,193914,,77,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,121,19,1,163902,,65,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,29,22,0,118960,,47,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,153,22,0,25917,,10,100,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,84,21,1,25990,,18,250,Subscription,North America,none,first_time,Acquisition
SaaS,6.72,120.0,16.8,3.6,1,256,23,1,24876,91.7,17,250,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,235,20,0,91097,,63,250,Subscription,North America,none,serial_founder,Acquisition
Ecommerce,0.0,120.0,0.0,0.0,1,120,3,0,181350,114.1,36,180,Marketplace,Europe,tier2_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,250,12,1,173598,,121,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,234,24,1,168757,,67,100,Subscription,Other,none,ex_bigtech,Acquisition
SaaS,4.0,120.0,10.0,3.6,1,121,21,0,143973,55.0,100,250,Subscription,North America,tier2_vc,serial_founder,Failure
Other,0.0,,5.0,0.0,0,200,6,0,128302,,51,100,Subscription,Other,none,academic,Acquisition
Ecommerce,4.8,120.0,8.0,3.6,1,225,16,0,33543,122.8,6,180,Marketplace,Europe,tier2_vc,first_time,Failure
Other,6.0,240.0,24.0,2.4,2,46,5,1,271318,248.3,108,100,Subscription,North America,tier2_vc,first_time,Failure
Ecommerce,0.04,120.0,0.06,0.2,1,21,2,1,70479,127.6,14,180,Marketplace,Other,none,first_time,Failure
SaaS,0.0,,5.0,0.0,0,101,13,1,101125,,70,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,236,0,0,20257,,14,250,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,83,23,1,198208,,138,250,Subscription,North America,none,serial_founder,Acquisition
Other,2.25,120.0,9.0,3.6,1,12,10,0,101393,137.1,40,100,Subscription,North America,none,serial_founder,IPO
Other,0.0,,5.0,0.0,0,236,2,0,188191,,75,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,227,21,1,141239,,56,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,153,2,1,77510,,31,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,185,8,1,135820,,95,250,Subscription,North America,none,academic,Failure
SaaS,24.4,96.1,16.28,3.1,3,187,9,1,315213,64.1,220,250,Subscription,North America,tier1_vc,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,292,24,1,89715,,35,100,Subscription,Oceania,none,ex_bigtech,Acquisition
SaaS,0.24,120.0,0.6,1.8,1,126,6,1,194834,64.1,136,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,123,17,1,132843,,92,250,Subscription,North America,none,first_time,Failure
Other,2.75,120.0,11.0,3.6,1,153,4,0,181687,68.6,72,100,Subscription,North America,none,first_time,Acquisition
Other,44.98,46.2,9.9,6.3,7,139,1,1,999523,18.5,399,100,Subscription,North America,tier1_vc,first_time,IPO
SaaS,0.0,,5.0,0.0,0,228,8,1,67605,,47,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,260,4,1,185464,,129,250,Subscription,North America,none,first_time,Acquisition
Other,3.83,120.0,15.32,3.6,1,90,23,0,24989,101.1,9,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,262,17,1,150975,,105,250,Subscription,North America,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,99,7,0,85190,,34,100,Subscription,North America,none,first_time,IPO
Other,0.11,120.0,0.45,1.4,1,299,12,0,89189,121.5,35,100,Subscription,Other,none,first_time,Failure
Other,0.0,,5.0,0.0,0,265,13,0,141527,,56,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,223,0,1,39035,,27,250,Subscription,Oceania,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,90,8,1,154657,,108,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,277,6,0,141526,,56,100,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,917.83,92.0,251.21,0.3,7,220,21,1,887285,92.7,500,250,Subscription,North America,tier1_vc,serial_founder,IPO
SaaS,0.0,,5.0,0.0,0,28,5,1,121874,,85,250,Subscription,Other,none,first_time,Acquisition
Other,3.68,57.3,3.51,8.7,2,166,4,1,267100,36.6,106,100,Subscription,North America,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,163,24,1,28423,,11,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,4.9,73.8,4.02,5.4,3,196,12,0,253023,45.2,101,100,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,1.04,240.0,2.6,0.8,2,244,12,1,89474,175.1,62,250,Subscription,North America,none,first_time,Failure
Other,8.45,37.8,3.55,7.3,3,51,0,0,457491,0.0,182,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Other,0.0,120.0,0.0,0.0,1,202,16,1,129545,111.5,51,100,Subscription,Other,tier2_vc,ex_bigtech,Failure
Other,0.1,120.0,0.4,1.2,1,79,22,0,69291,77.6,27,100,Subscription,North America,none,first_time,Acquisition
SaaS,2.56,120.0,6.4,3.6,1,263,23,1,84517,101.0,59,250,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.0,120.0,0.0,0.0,1,111,5,1,110681,78.0,77,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,2.15,120.0,8.6,3.6,1,111,24,1,140541,97.6,56,100,Subscription,North America,tier2_vc,serial_founder,Failure
SaaS,0.0,,5.0,0.0,0,182,14,0,108141,,75,250,Subscription,Other,none,academic,Acquisition
SaaS,0.8,120.0,2.0,3.6,1,252,24,1,181606,118.5,127,250,Subscription,Other,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,207,12,0,186020,,74,100,Subscription,North America,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,152,10,1,101317,,70,250,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,169,8,0,42265,,16,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.02,120.0,0.1,0.3,1,135,18,1,123996,92.1,49,100,Subscription,North America,tier2_vc,serial_founder,Failure
SaaS,7.2,77.4,5.8,7.4,2,85,6,1,132642,69.1,92,250,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.75,104.0,0.82,4.0,2,65,4,1,227970,87.1,159,250,Subscription,Other,tier2_vc,first_time,Failure
Ecommerce,0.0,,5.0,0.0,0,148,14,1,144494,,28,180,Marketplace,North America,none,ex_bigtech,Acquisition
SaaS,17.6,50.4,6.16,0.0,3,142,20,1,291660,45.6,204,250,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,2.35,56.2,0.69,1.6,4,72,11,0,190140,20.0,133,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,12,4,0,173369,,121,250,Subscription,Other,none,academic,Acquisition
Other,6.0,120.0,24.0,3.6,1,59,7,1,40409,76.0,16,100,Subscription,Other,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,46,9,1,192508,,77,100,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.36,120.0,0.9,2.7,1,36,22,1,175586,74.8,122,250,Subscription,North America,none,ex_bigtech,Failure
SaaS,0.0,,5.0,0.0,0,251,19,1,199695,,139,250,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,120.0,0.0,0.0,1,200,1,0,188924,75.7,75,100,Subscription,North America,none,first_time,Failure
Other,0.0,,5.0,0.0,0,137,0,1,162441,,64,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,1,252,21,1,72452,,28,100,Subscription,Asia,none,serial_founder,Failure
Ecommerce,0.0,,5.0,0.0,0,180,8,1,171992,,34,180,Marketplace,North America,none,academic,Failure
Other,0.05,120.0,0.2,0.6,1,298,9,1,173312,82.7,69,100,Subscription,Other,none,serial_founder,Failure
Other,0.0,120.0,0.0,0.0,1,211,7,1,144293,118.8,57,100,Subscription,North America,tier2_vc,first_time,Failure
Ecommerce,4.2,108.1,2.1,1.7,3,229,5,1,596781,60.9,119,180,Marketplace,North America,tier2_vc,academic,Acquisition
Other,0.28,120.0,1.1,3.3,1,285,12,1,128240,111.5,51,100,Subscription,North America,tier2_vc,first_time,Failure
SaaS,90.4,19.4,18.26,5.1,2,93,18,1,50644,48.6,35,250,Subscription,North America,tier2_vc,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,268,1,1,100389,,70,250,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,114,7,1,60555,,24,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,90,5,1,149111,,59,100,Subscription,Other,none,academic,Acquisition
Other,10.0,120.0,40.0,3.6,1,124,18,0,187109,88.5,74,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,20.0,79.9,13.32,13.5,4,131,1,1,461588,91.1,184,100,Subscription,Other,tier2_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,259,10,1,25559,,17,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,187,16,1,70422,,28,100,Subscription,North America,none,serial_founder,Acquisition
Other,1.5,91.1,2.28,4.7,2,66,0,0,220646,53.4,88,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,272,3,1,147638,,103,250,Subscription,Europe,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,271,24,0,67338,,26,100,Subscription,Other,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,68,20,1,70467,,49,250,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,54,13,1,49264,,19,100,Subscription,Other,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,259,5,1,97439,,38,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,280,7,1,153517,,61,100,Subscription,Other,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,176,12,1,192669,,134,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,39,14,0,186694,,74,100,Subscription,Other,none,first_time,Acquisition
SaaS,0.4,120.0,1.0,3.0,1,220,14,0,128139,123.2,89,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,69,23,0,115562,,46,100,Subscription,Other,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,12,0,1,65626,,26,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,80,13,1,110807,,44,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,178,14,1,160329,,64,100,Subscription,Other,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,51,4,1,191985,,76,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,19,20,1,34179,,13,100,Subscription,Other,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,151,22,1,159645,,63,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,30,11,1,137547,,55,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,97,3,0,21329,,8,100,Subscription,Other,none,first_time,Acquisition
Other,25.0,120.0,100.0,3.6,1,236,14,0,117374,99.3,46,100,Subscription,North America,tier2_vc,ex_bigtech,Failure
Other,0.0,,5.0,0.0,0,25,22,1,55153,,22,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,280,16,1,21771,,8,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,120.0,0.0,0.0,1,136,7,1,181806,96.2,72,100,Subscription,North America,tier2_vc,academic,Acquisition
Other,0.0,,5.0,0.0,0,32,13,0,177617,,71,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,264,24,0,154036,,61,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,80,13,0,155196,,62,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,71,12,1,123081,,49,100,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,166,9,1,103336,,72,250,Subscription,Other,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,76,12,0,69640,,27,100,Subscription,Other,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,266,14,1,184293,,73,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,218,9,1,75283,,30,100,Subscription,Other,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,157,22,1,49765,,34,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,245,21,1,58795,,23,100,Subscription,Asia,none,ex_bigtech,IPO
SaaS,0.0,,5.0,0.0,0,295,7,1,189013,,132,250,Subscription,Other,none,first_time,Failure
Other,0.0,,5.0,0.0,0,181,17,1,186021,,74,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,63,21,0,191102,,76,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,120.0,0.0,0.0,1,196,16,1,95429,81.6,66,250,Subscription,Europe,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,5,14,0,130949,,52,100,Subscription,North America,none,ex_bigtech,Failure
Ecommerce,0.0,120.0,0.0,0.0,1,178,5,0,100597,97.7,20,180,Marketplace,Other,tier2_vc,first_time,Failure
SaaS,7.2,65.3,4.9,8.8,2,150,18,0,147862,96.4,103,250,Subscription,North America,tier2_vc,first_time,Failure
Other,0.0,120.0,0.0,0.0,1,229,9,0,23322,47.0,9,100,Subscription,Europe,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,214,23,1,131682,,52,100,Subscription,Europe,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,43,9,1,121224,,48,100,Subscription,Other,none,first_time,Acquisition
Other,0.46,,5.0,1.3,1,32,15,0,153339,,61,100,Subscription,North America,none,first_time,Failure
Ecommerce,0.0,120.0,0.0,0.0,1,97,4,1,198405,103.1,39,180,Marketplace,Other,tier2_vc,first_time,Failure
Ecommerce,33.6,72.3,8.43,4.7,4,170,12,0,319052,60.0,63,180,Marketplace,North America,tier2_vc,serial_founder,Failure
Other,0.0,,5.0,0.0,0,85,7,1,197876,,79,100,Subscription,Other,none,ex_bigtech,Failure
SaaS,2.96,120.0,7.4,3.6,1,239,14,1,27780,104.4,19,250,Subscription,North America,tier2_vc,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,53,7,1,149817,,104,250,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,283,11,0,119553,,47,100,Subscription,Other,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,122,15,1,59595,,41,250,Subscription,Other,none,first_time,Acquisition
SaaS,0.36,240.0,0.9,1.2,2,51,16,1,285940,204.3,200,250,Subscription,North America,none,ex_bigtech,Failure
Other,0.25,120.0,1.0,3.0,1,249,11,0,63278,83.6,25,100,Subscription,Other,none,ex_bigtech,Failure
Other,0.0,,5.0,0.0,0,34,8,1,189397,,75,100,Subscription,Europe,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,72,11,1,188199,,75,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,169,18,0,71098,,28,100,Subscription,Other,none,academic,Acquisition
Other,1.12,72.0,1.35,8.0,2,96,24,0,87040,50.2,34,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,1.88,58.3,1.82,13.8,2,143,4,1,381248,36.8,152,100,Subscription,North America,tier2_vc,serial_founder,Failure
SaaS,0.0,,5.0,0.0,0,279,14,1,178553,,124,250,Subscription,Europe,none,academic,Acquisition
Other,8.5,81.9,11.6,6.2,2,169,11,1,94582,65.4,37,100,Subscription,North America,tier2_vc,academic,Acquisition
SaaS,5.48,52.6,3.01,13.2,2,288,23,1,80276,56.7,56,250,Subscription,North America,tier2_vc,first_time,Failure
SaaS,18.73,108.2,14.08,2.0,3,158,23,1,153336,74.7,107,250,Subscription,Europe,tier2_vc,academic,Acquisition
Other,0.01,120.0,0.05,0.2,1,52,14,1,130831,118.7,52,100,Subscription,Other,none,ex_bigtech,Failure
SaaS,0.8,95.8,0.8,0.0,2,151,23,0,247434,86.4,173,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,193,1,1,77080,,53,250,Subscription,Other,none,academic,Acquisition
Other,0.01,120.0,0.04,0.1,1,198,22,1,21727,52.4,8,100,Subscription,North America,none,first_time,Failure
Other,7.5,102.8,6.43,6.7,4,188,24,0,624080,81.4,249,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,167,17,0,34430,,13,100,Subscription,Europe,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,23,5,1,60995,,42,250,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,268,0,1,184547,,129,250,Subscription,Europe,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,286,4,1,49294,,34,250,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,117,17,0,25902,,10,100,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,139,17,1,192891,,135,250,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,69,7,1,81429,,57,250,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,41,2,1,51827,,20,100,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.4,120.0,1.0,3.0,1,177,22,1,102641,131.3,71,250,Subscription,Other,tier2_vc,serial_founder,Failure
SaaS,0.0,,5.0,0.0,0,127,7,1,23405,,16,250,Subscription,North America,none,first_time,IPO
SaaS,0.0,,5.0,0.0,0,149,21,1,110789,,77,250,Subscription,Asia,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,279,12,0,106831,,42,100,Subscription,Asia,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,218,3,1,146955,,58,100,Subscription,Other,none,academic,Acquisition
SaaS,1.6,120.0,4.0,3.6,1,187,20,1,142791,82.1,99,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,56,4,0,84851,,33,100,Subscription,North America,none,academic,Failure
Other,0.0,120.0,0.0,0.0,1,152,17,1,96710,84.1,38,100,Subscription,North America,tier2_vc,first_time,IPO
Other,580.08,114.5,276.77,10.4,8,57,23,0,1172248,130.5,468,100,Subscription,North America,tier1_vc,first_time,IPO
SaaS,0.0,,5.0,0.0,0,26,6,1,124690,,87,250,Subscription,North America,none,first_time,Failure
Other,0.0,,5.0,0.0,0,16,19,1,108493,,43,100,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,208,3,1,61045,,42,250,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,278,11,1,177103,,70,100,Subscription,North America,none,first_time,IPO
Other,0.0,,5.0,0.0,0,100,15,0,133903,,53,100,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,125,1,1,92887,,65,250,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.76,51.2,0.41,2.7,2,111,4,1,251746,38.5,176,250,Subscription,North America,tier2_vc,ex_bigtech,Failure
Other,0.0,,5.0,0.0,0,221,13,0,193842,,77,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,32,15,1,69827,,27,100,Subscription,Europe,none,ex_bigtech,Acquisition
Other,5.51,54.2,3.31,2.2,3,104,4,1,332967,34.5,133,100,Subscription,North America,tier1_vc,first_time,Failure
SaaS,0.0,,5.0,0.0,0,35,18,1,162355,,113,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,5.8,35.4,3.42,3.4,2,141,4,1,321598,21.5,128,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,104,0,0,87166,,34,100,Subscription,North America,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,256,9,1,104385,,73,250,Subscription,Other,none,ex_bigtech,Failure
Other,2.84,67.7,3.21,5.1,2,53,14,0,232072,31.3,92,100,Subscription,North America,tier2_vc,academic,Acquisition
Other,0.0,,5.0,0.0,0,58,10,1,195171,,78,100,Subscription,Other,none,academic,Failure
Other,1.95,120.0,7.79,3.6,1,17,13,0,150758,76.2,60,100,Subscription,Europe,tier2_vc,academic,Failure
SaaS,0.0,,5.0,0.0,0,272,23,1,44373,,31,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,33,3,1,170581,,119,250,Subscription,North America,none,first_time,IPO
SaaS,0.0,,5.0,0.0,0,175,9,1,73877,,51,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,120.0,0.0,0.0,1,276,11,0,64646,68.9,25,100,Subscription,Europe,tier2_vc,first_time,Failure
SaaS,0.0,,5.0,0.0,0,287,23,0,170131,,119,250,Subscription,North America,none,academic,Acquisition
Other,105.7,78.8,34.71,3.8,8,185,24,0,861304,91.0,344,100,Subscription,North America,tier2_vc,ex_bigtech,Failure
Health,0.0,,5.0,0.0,0,166,10,1,47101,,18,350,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,218,21,1,92769,,64,250,Subscription,North America,none,first_time,Failure
SaaS,12.0,120.0,30.0,3.6,1,136,15,1,152456,86.9,106,250,Subscription,North America,tier2_vc,academic,Acquisition
Other,0.0,,5.0,0.0,0,108,10,0,191391,,76,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,15.0,100.7,12.59,6.0,4,199,22,1,796384,115.2,318,100,Subscription,North America,tier2_vc,ex_bigtech,Failure
Health,0.0,,5.0,0.0,0,94,14,0,136996,,54,350,Subscription,North America,none,first_time,IPO
Other,17.5,36.7,10.71,20.2,2,185,19,0,203554,19.8,81,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,178,1,0,109409,,43,100,Subscription,Other,none,ex_bigtech,Failure
